Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,visitas_totales,Visitas RUTS,Indice_Esfuerzo_A
5041.0,Inscripción De las Demás Zonas por división (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,5,1,47334,0,100.0,1,365.0,114.0,-1.4654244794756186
5055.0,"Certificaciones. (Registro Público de la Propiedad y del Comercio, Registro de Crédito Agrícola)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,1,1,47334,0,100.0,1,399.0,198.0,-1.534552083570458
5056.0,Cancelación de Inscripción. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,2,1,47334,0,100.0,1,373.0,223.0,-1.517270182546748
5206.0,Servicios de Psicología para Mujeres Jóvenes.,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,60.0,1,0,1,714,0,100.0,0,371.0,3305.4179357022,-1.474664044062048
5207.0,Orientación Vocacional para Mujeres Jóvenes.,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,22864.51619047619,1,0,1,577,0,100.0,0,284.0,3305.4179357022,-1.5741966905266236
5516.0,Expedición de Permiso de circulación.,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,10.0,1,3,1,546,0,100.0,1,1363.0,22136.0,-1.4002374049376545
5517.0,Baja Administrativa de Vehículos,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,10.0,1,1,1,3168,0,100.0,1,2775.0,10650.0,-1.4348012069850737
5518.0,Alta de vehículo de transporte público,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,30.0,3,6,1,1782,0,100.0,1,2861.0,3305.4179357022,-1.353216634143426
5575.0,Ampliación de Periodo de Verificación Vehícular Extemporánea,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,3,1,20,10,66.66666667,0,3848.0,3305.4179357022,-1.5199821673412057
5805.0,Licitaciones Públicas,Oficialía Mayor,Oficialía Mayor,Calle 901 Jardin Colón 42000 Pachuca De Soto Pachuca De Soto,Social,0.0,0,0,1,583,0,100.0,0,5731.0,8789.0,-1.4720333478027898
5911.0,Visita Guiada al Parque Ecológico Cubitos,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,0,1,1500,1500,50.0,1,803.0,771.0,-1.5494651644798785
6110.0,Titulación (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,48960.0,0,1,1,372,0,100.0,1,612.0,412.0,-1.646079675142382
6112.0,Constancia de Residencia Profesional (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,21600.0,0,0,1,374,0,100.0,1,507.0,259.0,-1.5439460540596377
6251.0,Atención Jurídica en Materia Familiar y Penal a Mujeres en Situación de Violencia de Género.,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin Número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,120.0,3,0,1,5857,0,100.0,0,822.0,3305.4179357022,-1.4796635604355963
6256.0,Atención de Trabajo Social a Mujeres en Situación de Violencia de Género,Secretaría de Gobierno,Ciudad de las Mujeres,Calle sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,45.0,6,0,1,1219,0,100.0,0,487.0,167.0,-1.4864426755972502
6609.0,Inscripción UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,1440.0,0,3,11,850,0,100.0,1,612.0,1376.0,8.537619546494208
6613.0,Reinscripción UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,1440.0,0,1,11,2419,0,100.0,1,757.0,1005.0,8.503055744446788
6668.0,Compulsa de documentos,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,0,0,1,1426,0,100.0,0,943.0,1308.0,-1.5718278704123347
6730.0,Donación de Planta Forestal para Reforestación,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Social,7200.0,0,0,1,10,8,55.55555556,0,4050.0,4816.0,-1.5034584851992243
6779.0,"Visita al Parque Nacional ""El Chico""",Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Carretera km. 7.5 Mineral del Chico 0 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,0,1,1700,1700,50.0,1,442.0,2957.0,-1.5494651644798785
6876.0,Inscripción UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42344 Zimapán Zimapán,Social,22864.51619047619,0,4,1,233,0,100.0,1,709.0,1044.0,-1.4803375603850402
6879.0,Examen de Ingreso UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 0 Zimapán Zimapán,Social,22864.51619047619,0,1,1,233,0,100.0,1,630.0,411.0,-1.5321832634561692
6894.0,Solicitud de Examen de Admisión UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,4320.0,0,3,9,1836,0,100.0,1,1224.0,2061.0,6.536703588981094
6895.0,Certificados de Estudios Parciales y Totales UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,12960.0,0,3,9,19,0,100.0,1,1104.0,261.0,6.498993424105373
6919.0,Historial Académico UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,Social,22864.51619047619,0,1,1,463,0,100.0,1,499.0,310.0,-1.5321832634561692
6923.0,Reposición de credencial UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,Social,22864.51619047619,0,1,1,188,0,100.0,1,469.0,88.0,-1.5321832634561692
6930.0,Reinsripción UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Zimapán Zimapán,Social,7200.0,0,1,1,1347,0,100.0,1,483.0,99.0,-1.4638138782430583
6932.0,Constancia Escolar UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Zimapán Zimapán,Social,1440.0,0,1,1,269,0,100.0,1,436.0,90.0,-1.4386737683259105
7033.0,Titulación UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,Social,259200.0,0,3,2,1323,0,100.0,1,587.0,1038.0,-1.5349569337935944
7078.0,"Prestación de servicios del Polideportivo, Gimnasio Presidente Miguel Alemán y el estadio de béisbol G. Alfonso Corona del Rosal del Instituto Hidalguense del Deporte",Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,Social,10.0,1,0,1,650,20,97.01492537,1,2905.0,1940.0,-1.452083108008784
7111.0,Publicaciones e impresiones (Materia Catastral Intructivo de Valuación),Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,4320.0,0,1,1,0,0,0.0,1,1198.0,650.0,-1.4512438232844846
7140.0,Preinscripción a Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,30.0,0,2,1,2398,0,100.0,1,861.0,9547.0,-1.4152377778953988
7147.0,Inscripción a Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,20.0,0,6,1,2657,0,100.0,1,795.0,1460.0,-1.346066527776399
7150.0,Certificación de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,21600.0,0,6,1,657,0,100.0,1,747.0,1444.0,-1.4402546479173801
7163.0,Constancia de No Infracción.,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30.0,1,2,2,0,0,0.0,1,126.0,16.0,-0.4234336467324175
7174.0,Constancia de Inscripción de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,2880.0,2,2,1,135,0,100.0,1,519.0,287.0,-1.4324145350100657
7175.0,Historial Académico de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,10.0,1,3,1,497,0,100.0,1,541.0,1170.0,-1.4002374049376545
7180.0,Solicitud de exámenes ordinarios de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,15.0,0,3,1,35498,0,100.0,1,577.0,704.0,-1.3978904078354466
7181.0,Solicitud de exámenes extemporáneos de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,15.0,0,3,1,212,0,100.0,1,520.0,245.0,-1.3978904078354466
7261.0,Inscripción a Nivel Posgrado UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,2880.0,2,6,9,54,0,100.0,1,955.0,193.0,6.590096679302934
7278.0,Servicios de Laboratorio UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Ambos,21600.0,2,2,1,52,12,81.25,1,438.0,187.0,-1.5141198922407966
7280.0,Servicios de Evaluación y certificación /Entidad de Certificación y Evaluación UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Ambos,43200.0,0,1,1,3,0,100.0,1,395.0,213.0,-1.6209395652252334
7281.0,Consultoría y Estudio Técnico UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Ambos,28800.0,1,3,1,11,2,84.61538462,1,410.0,297.0,-1.525894308499233
7291.0,Reinscripción UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880.0,0,2,14,943,0,100.0,1,494.0,284.0,11.49657147182302
7293.0,Expedición de Historial Académico UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880.0,0,2,14,54,0,100.0,1,502.0,183.0,11.49657147182302
7328.0,Constancia de Estudios UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,10.0,0,1,9,937,0,100.0,1,616.0,290.0,6.520951223347375
7329.0,Historial Académico UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,10.0,0,1,9,321,0,100.0,1,386.0,300.0,6.520951223347375
7335.0,Entrega de apoyos a población vulnerable,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,0,1,345,0,100.0,0,1227.0,383.0,-1.5718278704123347
7365.0,"Expedición de información catastral, sin certificación.",Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,4320.0,1,1,1,0,0,0.0,1,3058.0,2031.0,-1.4536126433987733
7389.0,Equivalencia de Estudios UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,50.0,1,4,9,13,0,100.0,1,631.0,1151.0,6.57025352220757
7394.0,Certificado Parcial de Estudios y/o Carta de Pasante UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,70.0,0,2,10,8,0,100.0,1,727.0,564.0,7.532144199503384
7397.0,Reposición de credencial escolar UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Carretera S/N Ejido de Zaragoza 42820 San Miguel Vindho Tula De Allende,Social,4320.0,0,2,1,33,0,100.0,1,345.0,110.0,-1.433961922260775
7429.0,Constancia de no Adeudo UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,4320.0,2,2,2,50,0,100.0,1,565.0,248.0,-0.4445266112120824
7432.0,Certificado de Estudios ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle sin numero El Saucillo 42411 El Saucillo Huichapan,Social,5760.0,0,2,1,230,0,100.0,1,604.0,375.0,-1.4402469497400618
7433.0,Constancia Escolar ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,1440.0,0,1,1,235,0,100.0,1,613.0,923.0,-1.4386737683259105
7434.0,Examen de Egreso de Licenciatura UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20.0,0,1,12,452,0,100.0,1,440.0,169.0,9.503426431155024
7437.0,Constancia Escolar UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Rancho Luna Zempoala,Social,1440.0,0,3,9,200,0,100.0,1,518.0,666.0,6.549273643939668
7442.0,Equivalencia de Estudios UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,15.0,0,3,9,13,0,100.0,1,396.0,175.0,6.555493202382713
7444.0,Certificación UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,45.0,0,2,9,79,0,100.0,1,606.0,217.0,6.538080363286519
7445.0,Credencial Escolar UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,15.0,0,1,9,118,0,100.0,1,413.0,181.0,6.520929400335292
7446.0,Examen Toefl UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20.0,0,1,12,728,0,100.0,1,490.0,501.0,9.503426431155024
7447.0,Examen de Competencia Profesional UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20.0,0,1,12,1036,0,100.0,1,391.0,171.0,9.503426431155024
7448.0,Examen Extraordinario UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,20.0,0,1,12,2446,0,100.0,1,538.0,352.0,9.503426431155024
7449.0,Recurso de Revocación Estatal,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,129600.0,0,3,13,16,0,100.0,0,188.0,254.0,9.944235297459748
7463.0,Historial Académico UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,70.0,0,1,9,30,0,100.0,1,501.0,527.0,6.520689347202404
7467.0,Titulación Nivel Licenciatura/Ingeniería y Posgrado UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,40.0,4,7,11,200,0,100.0,1,576.0,1471.0,8.603382313514532
7477.0,Recurso de Revocación Federal,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,129600.0,0,3,1,66,0,100.0,0,158.0,68.0,-1.9858401178674907
7479.0,Curso Propedéutico UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,20.0,0,2,1,450,0,100.0,1,588.0,1236.0,-1.4151941318712373
7488.0,Copias de documentos que obren en la Procuraduría Fiscal del Estado.,Secretaría de Hacienda,Secretaría de Hacienda,Calle 118-A Centro 42000 Pachuca De Soto Pachuca De Soto,Social,4320.0,1,1,1,0,0,0.0,1,218.0,526.0,-1.4536126433987733
7501.0,Certificado Parcial UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Social,30.0,0,1,1,3,0,100.0,1,436.0,287.0,-1.4325196789191086
7502.0,Reposición de credencial UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Social,5.0,0,1,1,138,0,100.0,1,339.0,1470.0,-1.4324105638587048
7524.0,Curso semipresencial ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,2880.0,0,1,1,680,0,100.0,1,249.0,198.0,-1.444958795805197
7528.0,Exámenes Generales de Egreso de la Licenciatura (EGEL) ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,300.0,0,1,1,130,0,100.0,1,278.0,1575.0,-1.4336981215714748
7538.0,Congresos - Simposios ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 El Saucillo Huichapan,Social,4320.0,0,1,1,490,0,100.0,1,212.0,135.0,-1.4512438232844846
7570.0,Servicios Tecnológicos tipo I (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala -Tula km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,47520.0,0,0,1,0,0,0.0,1,550.0,195.0,-1.657076548686804
7582.0,Asesoría Técnica ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero Domicilio Conocido s/n, El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Ambos,14400.0,1,1,1,32,0,100.0,1,220.0,134.0,-1.4976078357537823
7584.0,Dictamen de equivalencia ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero Domicilio Conocido s/n, El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,15840.0,1,4,1,0,0,0.0,1,194.0,80.0,-1.4520471601619402
7585.0,"Curso de extensión, actualización o educación continua ITESHU.",Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,4320.0,1,1,1,739,0,100.0,1,236.0,188.0,-1.4536126433987733
7586.0,Evaluación de segunda oportunidad ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,360.0,0,1,1,3350,0,100.0,1,598.0,408.0,-1.433959997716445
7588.0,Titulación ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,85.0,1,8,1,341,0,100.0,1,851.0,666.0,-1.3141552450003189
7591.0,Capacitación y Certificación a entrenadores Instituto Hidalguense del Deporte,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,Social,10.0,0,3,1,200,50,80.0,1,1899.0,1593.0,-1.397868584823366
7619.0,Reposición de Credencial UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880.0,0,2,14,7,0,100.0,1,552.0,65.0,11.49657147182302
7622.0,Inscripción (CEH),Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Circuito 3 De La Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,1440.0,0,1,1,26,0,100.0,0,592.0,247.0,-1.4610364742583664
7626.0,Registro de Admisión (CEH),Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 De la Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,1440.0,2,2,1,20,0,100.0,1,452.0,239.0,-1.4261295075307785
7628.0,"Componente Rehabilitación, Modernización y Tecnificación de Distritos de Riego.",Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera s/n Venta Prieta, Ex Centro Minero Edificio 1A, Pachuca de Soto, Hgo. 42080 Pachuca De Soto Pachuca De Soto",Ambos,14400.0,1,3,2,18,0,100.0,0,682.0,203.0,-0.49123378836154924
7629.0,Componente Equipamiento de Distritos de Riego.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera sn Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",Ambos,14400.0,1,3,2,8,0,100.0,0,848.0,226.0,-0.49123378836154924
7632.0,"Componente Rehabilitación, Modernización, Tecnificación, Equipamiento de Unidades de Riego y Proyectos Productivos en Zonas de Atención Prioritaria.",Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera sn Venta Prieta, Ex Centro Minero Edificio 1A, Pachuca de Soto, Hgo. 42080 Pachuca De Soto Pachuca De Soto",Ambos,14400.0,1,5,2,80,0,100.0,0,1252.0,434.0,-0.4566699863141299
7663.0,Certificación de copias de documentos históricos,Oficialía Mayor,Oficialía Mayor,Calle 807 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,1440.0,0,0,1,25,0,100.0,0,424.0,394.0,-1.4783183752820763
7746.0,Acuerdo de autorización por cambio de domicilio,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Empresarial,259200.0,1,2,1,1,0,100.0,1,502.0,139.0,-2.548780606208863
7805.0,Duplicado de certificado de estudios UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,Social,30240.0,0,1,1,0,0,0.0,1,157.0,297.0,-1.5643743179116505
8129.0,Expedición de Certificado de Estudios UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Social,2880.0,0,2,14,45,0,100.0,1,422.0,97.0,11.49657147182302
8132.0,Historial Académico UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Plutarco Elías Calles (Santiago) Zimapán,Social,1440.0,1,0,1,35,0,100.0,0,92.0,144.0,-1.4806871953963652
8136.0,Curso de Lengua Extranjera a Público en General y Personal Docente y Administrativo UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Ambos,2880.0,1,3,1,60,0,100.0,1,407.0,184.0,-1.412763813872067
8142.0,Reposición de Credencial Escolar UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Zempoala Zempoala,Social,15.0,0,2,1,30,0,100.0,1,393.0,167.0,-1.4151723088591563
8154.0,Becas UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,8.0,1,1,12,110,33,76.92307692,0,254.0,361.0,9.47874728033727
8172.0,Aclaración de resultados de exámenes de Preparatoria Abierta por omisión y/o revisión administrativa,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,15.0,1,1,1,110,0,100.0,0,314.0,277.0,-1.4571857359296112
8176.0,Registro de Equivalencias Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,20.0,1,3,1,80,0,100.0,0,203.0,230.0,-1.422643756894273
8256.0,Titulación UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,172800.0,0,7,2,125,0,100.0,1,88.0,121.0,-1.0887276809415354
8293.0,Constancia de Estudios COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,2880.0,0,0,1,9653,0,100.0,1,646.0,1935.0,-1.4622406968289072
