Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,visitas_totales,Visitas RUTS,Indice_Esfuerzo_A
564.0,Consulta Médica en el Servicio de Urgencias en el Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,1,1,4250,0,100.0,0,734.0,8102.0,-1.5545459693886252
587.0,Por actualización o reexpedición de órdenes de escrituración,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,4,1,0,0,0.0,1,381.0,335.0,-1.3830427959622686
590.0,Autorización de Fusión,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,20.0,1,7,1,2,0,100.0,1,1017.0,1112.0,-1.3311534468669783
592.0,Autorización de Subdivisión,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,25.0,2,6,1,2,2,50.0,1,4864.0,3309.0,-1.350825991017057
602.0,Autorización de Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,30.0,1,14,1,2,0,100.0,1,4844.0,534.0,-1.2102237857251716
606.0,Por trámite de avalúo y traslado de Dominio de la Comisión Estatal de Vivienda,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,5,1,3,0,100.0,1,3524.0,2421.0,-1.3657608949385591
609.0,Entrega de paquetes de Conejos.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera S/N Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",Ambos,2880.0,1,1,2,35,0,100.0,0,3917.0,1298.0,-0.4755173705746725
616.0,Albergue del Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,0,1,531,0,100.0,0,946.0,662.0,-1.5718278704123347
617.0,Autorización de Relotificación de Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,20.0,1,8,1,2,0,100.0,1,1223.0,461.0,-1.3138715458432686
618.0,Alerta AMBER en Hidalgo,Procuraduría General de Justicia,Procuraduría General de Justicia,Carretera km. 84.5 La Herradura 42083 Pachuca De Soto Pachuca De Soto,Social,10.0,0,4,7,0,0,0.0,0,2409.0,3610.0,4.562088317931508
620.0,Autorización de Protocolización,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,20.0,1,4,1,1,0,100.0,0,1084.0,679.0,-1.4053618558705634
621.0,Autorización de Venta de Lotes,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,25.0,1,10,1,103,1,99.03846154,1,2898.0,1916.0,-1.2793295668079299
622.0,Autorización de Régimen de Propiedad en Condominio,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,30.0,1,11,1,31,0,100.0,1,3307.0,2471.0,-1.2620694887963007
629.0,Inscripción UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Social,15.0,0,3,1,2058,0,100.0,1,820.0,2625.0,-1.3978904078354466
632.0,Búsqueda de documentos en archivo y expedición de copias,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,15.0,1,1,1,24,0,100.0,1,562.0,281.0,-1.4348230299971545
633.0,Expedición de constancias de Propiedad y/o Posesión,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,4,1,0,0,0.0,1,684.0,11990.0,-1.3830427959622686
639.0,Dictamen de Estudio de impacto Urbano y Vial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,30.0,1,4,1,11,0,100.0,1,3793.0,2945.0,-1.3830427959622686
640.0,Reposición de Acta Entrega,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,3,1,124,13,90.51094891,1,612.0,304.0,-1.4003246969859782
642.0,Copias Certificadas y Simples,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,20.0,1,1,1,0,0,0.0,1,706.0,1325.0,-1.4348448530092361
646.0,Copia de Plano,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,1,1,1,0,100.0,1,608.0,502.0,-1.4348884990333974
648.0,Elaboración de Croquis de Localización por Lote,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,1,1,14,0,100.0,1,612.0,1143.0,-1.4348884990333974
659.0,Marcado de lotes,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,1,1,0,0,0.0,1,656.0,86.0,-1.4348884990333974
662.0,Entrega física del lote por segunda vez,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,1,1,5,0,100.0,1,528.0,147.0,-1.4348884990333974
668.0,Levantamiento Topográfico,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30.0,1,1,1,24,0,100.0,1,718.0,2901.0,-1.4348884990333974
674.0,Capacitación Acuícola y Pesquera,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera S/N Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,43200.0,1,0,2,28,0,100.0,0,1861.0,759.0,-0.6687800410184183
706.0,Admisión UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 Ixmiquilpan Ixmiquilpan,Social,1440.0,0,1,1,1196,0,100.0,1,767.0,375.0,-1.4386737683259105
738.0,Solicitud de baja temporal ó toma muerta del servicio de agua potable.,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,Calle 27 Segunda Demarcación 42660 Tepatepec Francisco I. Madero,Social,22864.51619047619,1,0,1,39,1,97.5,0,585.0,9.0,-1.5741966905266236
740.0,Director Responsable y Corresponsable Modalidad Registro de DRyC,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Social,30.0,2,5,1,48,0,100.0,1,3681.0,4144.0,-1.3681297150528482
751.0,Instalación física de toma de agua potable.,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,Calle 27 Segunda Demarcación 42660 Tepatepec Francisco I. Madero,Social,22864.51619047619,0,1,1,21,21,50.0,0,590.0,6.0,-1.5545459693886252
764.0,"Asesoría de la Incubadora de Empresas del ICATHI, para iniciar o fortalecer un negocio",Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Ambos,60.0,0,1,1,83,22,79.04761905,1,950.0,495.0,-1.4326506169915936
771.0,Inscripción COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,"Circuito Lote 17, San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca",Social,10.0,0,6,1,13307,0,100.0,1,1597.0,22859.0,-1.3460228817522366
778.0,Constancia de Persona Concesionaria y/o Permisionaria,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,2,1,0,0,0.0,1,284.0,3305.4179357022,-1.517270182546748
795.0,Inscripción UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera s/n El Nith 42300 Ixmiquilpan Ixmiquilpan,Social,1440.0,0,2,1,1482,0,100.0,1,690.0,2447.0,-1.4213918673022006
796.0,Reinscripción UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera s/n El Nith 42300 Ixmiquilpan Ixmiquilpan,Social,1440.0,0,1,1,5294,0,100.0,1,613.0,385.0,-1.4386737683259105
827.0,Otorgamiento o Renovación de Permisos del Servicio Privado y Complementario de Transporte de Personas y Bienes,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,10,1,0,0,0.0,1,434.0,3305.4179357022,-1.3790149743570712
862.0,Mediación y Conciliación en Materia Penal,Procuraduría General de Justicia,Procuraduría General de Justicia,Calle S/N Colonias 42082 Pachuca De Soto Pachuca De Soto,Ambos,15.0,0,2,3,8548,8013,51.61524063,0,3527.0,5646.0,0.5508108877629271
913.0,Inscripción UTT,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43642 Tulancingo De Bravo Tulancingo De Bravo,Social,2880.0,0,1,13,674,0,100.0,1,846.0,243.0,10.48511661952204
917.0,Admisión UTT,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43642 Tulancingo De Bravo Tulancingo De Bravo,Social,2880.0,0,3,13,1482,0,100.0,1,896.0,715.0,10.519680421569458
944.0,Inscripción UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,30.0,1,4,2,114,0,100.0,1,1117.0,3553.0,-0.38886984468499836
947.0,Reinscripción UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,Social,15.0,0,2,1,4400,0,100.0,1,706.0,636.0,-1.4151723088591563
954.0,Certificado de Normas Técnicas de Competencia Laboral en CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle Lt 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,22864.51619047619,0,2,3,136,0,100.0,1,718.0,193.0,0.4734445401220807
960.0,Autorización para el trabajo de mayores de 15 años y menores de 16,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,22864.51619047619,2,4,1,0,0,0.0,0,1401.0,1242.0,-1.5074379065460737
979.0,Inscripción a cursos de inglés,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,40.0,1,2,1,43,0,100.0,1,2634.0,1499.0,-1.4176502440338496
988.0,Certificado de no Propiedad (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640.0,2,1,1,47334,0,100.0,1,1187.0,809.0,-1.4748365459509227
989.0,Certificado de Única Propiedad (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640.0,2,1,7,47334,0,100.0,1,706.0,262.0,4.4902011617126965
991.0,Informes sobre Inscripción de Testamentos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,2,1,7,47334,0,100.0,1,525.0,815.0,4.433635914399114
993.0,Inscripción de Accesión de Terrenos Rústicos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,7,7,47334,0,100.0,1,1909.0,209.0,4.534177030235421
997.0,"Inscripción de Actos Mercantiles, Rectificación (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,3,7,47334,0,100.0,1,435.0,236.0,4.470568536560822
1003.0,Inscripción de Contratos que transmiten la Propiedad de Muebles con Limitaciones. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,2,7,47334,0,100.0,1,441.0,252.0,4.453286635537112
1014.0,Inscripción de Escrituras Constitutivas de Personas Morales o Modificaciones de Capital (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,1,7,47334,0,100.0,1,1407.0,2610.0,4.436004734513402
1023.0,Impartición de Justicia en Conflictos Laborales del Sector Privado,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,259200.0,0,0,1,0,0,0.0,0,6708.0,8887.0,-2.60333829407445
1024.0,Impartición de justicia de conflictos laborales del sector público,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,518400.0,0,1,1,0,0,0.0,0,874.0,2366.0,-3.7173613393224003
1025.0,Celebración de Convenios Fuera de Juicio de los trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,22864.51619047619,0,1,1,0,0,0.0,0,823.0,258.0,-1.5545459693886252
1028.0,"Registro de Sindicatos, Expedición de la Toma de Nota y Registro de Condiciones Generales de Trabajo de los Sindicatos al Servicio de los Gobiernos Estatal y Municipal del Estado de Hidalgo.",Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,518400.0,0,1,1,0,0,0.0,0,1082.0,1421.0,-3.7173613393224003
1030.0,Tramitación de la Declaración de Beneficiarios de trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,259200.0,1,0,1,0,0,0.0,0,520.0,231.0,-2.6057071141887387
1037.0,Acuerdo que autoriza o niega el reconocimiento de validez oficial de estudios de tipo superior. (RVOE),Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,86400.0,1,5,2,9,0,100.0,1,1156.0,614.0,-0.7485586543460236
1040.0,Registro y cotejo de documentos de alumnos inscritos en nivel licenciatura y posgrado,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda la Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,1440.0,1,3,1,4209,0,100.0,1,551.0,3305.4179357022,-1.40647878639278
1043.0,Expedición de certificado de defunción,Secretaría de Salud,Secretaría de Salud,Avenida 405 Ex Hacienda de Guadalupe 42090 Pachuca De Soto Pachuca De Soto,Social,60.0,1,0,1,13,0,100.0,0,1592.0,16128.0,-1.474664044062048
1058.0,Inscripción de Poderes Civiles y Sustituciones (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,2,7,0,0,0.0,1,467.0,1437.0,4.4477675251168725
1060.0,Regularización de la propiedad,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,20.0,1,0,1,0,0,0.0,1,824.0,1303.0,-1.4521267540329454
1071.0,Inscripción por Constitución del Patrimonio Familiar. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,2,1,47334,0,100.0,1,305.0,647.0,-1.517270182546748
1074.0,Ratificación de firmas. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,2,1,47334,0,100.0,1,312.0,1209.0,-1.517270182546748
1081.0,Reinscripción ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,19.0,0,2,1,3274,0,100.0,1,730.0,1066.0,-1.4151897672688212
1090.0,Inscripción de alumnos a educación primaria. (de 2° a 6° grado),Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,1440.0,0,3,1,380,0,100.0,0,532.0,5657.0,-1.4264726722109473
1096.0,Sustitución del Cargo de Albacea. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,2,1,47334,0,100.0,1,379.0,111.0,-1.517270182546748
1121.0,Equivalencia de Estudios de Educación Media Superior,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex-Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,7200.0,1,5,12,1484,0,100.0,1,2576.0,5810.0,9.538847369787462
1125.0,Revalidación de Estudios de Educación Media Superior,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,7200.0,1,5,12,135,0,100.0,1,855.0,2171.0,9.538847369787462
1133.0,CURP (Clave Única de Registro de Población),Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,2.0,0,1,1,265,0,100.0,0,910.0,10110.0,-1.454760175983912
1134.0,Registro de una institución de educación media superior y superior,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,2880.0,1,7,2,7,0,100.0,1,628.0,542.0,-0.34946325849995846
1135.0,Registro Profesional Estatal,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,60.0,5,7,2,19643,0,100.0,1,10214.0,14106.0,-0.3466303601435091
1139.0,Carta de No Inconveniente para Incorporación a una Institución Educativa,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,43200.0,1,6,1,1,0,100.0,1,870.0,3305.4179357022,-1.5368988802209735
1140.0,Informe de antecedentes profesionales,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,2880.0,1,1,2,93,0,100.0,1,580.0,272.0,-0.45315466464221615
1142.0,Registro como unidad receptora de servicio social,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,Ambos,1440.0,1,2,12,227,0,100.0,0,746.0,3170.0,9.489779070701024
1143.0,Registro de Colegio de Profesionistas y Federación,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,Social,7200.0,1,3,2,5,0,100.0,1,876.0,470.0,-0.43744594503265793
1145.0,Ampliaciones de autorizaciones para profesionistas,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,60.0,2,3,2,24,0,100.0,1,674.0,147.0,-0.4086515038954819
1147.0,Servicio Médico Hospitalario,Secretaría de Salud,Secretaría de Salud,Carretera 101 Ciudad de los Niños 42070 Pachuca De Soto Pachuca De Soto,Social,2880.0,0,3,1,110466,0,100.0,1,12896.0,21256.0,-1.4103949937577778
1159.0,Por la actualización de opiniones técnicas de factibilidad,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200.0,0,0,1,0,0,0.0,1,1914.0,443.0,-1.638221466248943
1169.0,Por la impartición de cursos de capacitación a personas físicas o morales del sector privado,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200.0,0,0,1,0,0,0.0,1,1026.0,537.0,-1.638221466248943
1180.0,Atención Integral a personas adultas mayores de 60 años en el Centro Estatal de Atención Geriátrica Integral (CESAGI),Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,Social,120.0,0,0,1,9,2,81.81818182,1,3076.0,4941.0,-1.4501943941602737
1181.0,Atención Integral a Mayores de 20 años con Enfermedades Crónico-Degenerativas (UNEME EC),Secretaría de Salud,Secretaría de Salud,Avenida 7 y 17 Colosio I 42086 Pachuca De Soto Pachuca De Soto,Social,2880.0,1,2,1,1,0,100.0,0,2166.0,1606.0,-1.4524084208282328
1203.0,Permiso de Libros de Control de Estupefacientes y Psicotrópicos,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,7200.0,0,4,1,89,0,100.0,0,1370.0,3305.4179357022,-1.4343308811043858
1207.0,Certificado de Calidad del Agua de Sistemas Públicos y Privados,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,86400.0,0,2,1,0,0,0.0,1,1053.0,368.0,-1.792208488580134
1209.0,Titulación UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,25.0,0,6,12,423,0,100.0,1,795.0,1045.0,9.589814113261486
1213.0,Solicitud de Licencia Sanitaria para servicios urbanos de fumigación y control de plagas.,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,86400.0,0,2,1,6,3,66.66666667,1,2694.0,1476.0,-1.792208488580134
1235.0,Reinscripción UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,Social,20.0,2,3,1,6704,0,100.0,1,1285.0,1077.0,-1.4026498710761053
1251.0,Asesorías Complementarias Intersemestrales CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle S/N Industrial 42083 El Saucillo Mineral De La Reforma,Social,22864.51619047619,1,1,1,1391,0,100.0,1,547.0,569.0,-1.534552083570458
1252.0,Asesorías Complementarias Semestrales CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle S/N Chacón 42083 El Saucillo Mineral De La Reforma,Social,22864.51619047619,1,1,1,294,0,100.0,1,689.0,371.0,-1.534552083570458
1253.0,Cursos de capacitación,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle Lt 17 San Juan tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,22864.51619047619,0,0,3,0,0,0.0,1,256.0,0.0,0.4388807380746614
1255.0,Reposición de Credencial de CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle 4.5 Parque Industrial CANACINTRA 42083 El Saucillo Mineral De La Reforma,Social,22864.51619047619,1,1,1,1601,0,100.0,1,668.0,293.0,-1.534552083570458
1256.0,Reposición de Certificado de terminación de estudios CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle 4.5 Parque Industrial CANACINTRA 42083 Pachuquilla Mineral De La Reforma,Social,22864.51619047619,1,3,1,9,0,100.0,1,9846.0,1620.0,-1.4999882815230385
1270.0,"Opinión favorable para actividades relacionadas con armas, municiones, pólvoras y explosivos, artificios y substancias químicas relacionadas con explosivos.",Secretaría de Gobierno,Secretaría de Gobierno,Ampliación S/N centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,388800.0,1,5,1,9,1,90.0,1,571.0,576.0,-3.0625873762735636
