Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,Unnamed: 14,N,costo,nivel_digitalizacion_numT,tiempo_log,tiempo_bin,requisitos_bin,formatos_bin,nivel_tiempo,I_tiempo,I_tiempo_norm,Complejidad_tPCA,Complejidad_tPCA_norm,indice_tiempo,tiempo_0.3,tiempo_0.5,tiempo_0.7,rank_03,rank_05,rank_07,cambio,indice_base,dominancia,sensibilidad,tipo_analisis,tipo_dominancia,I_requisitos,I_formatos,I_digital,I_costo,I_requisitos_norm,I_formatos_norm,I_digital_norm,I_costo_norm,indice_complejidad,indice_complejidad_w,indice_sin_costo,rank_con,rank_sin,indice_complejidad_costo,digital_norm,indice_complejidad_ajuste,Complejidad_F1PCA,Complejidad_F1PCA_norm,I_requisitos_norm_z,I_formatos_norm_z,indice_tiempo_z,digital_norm_z,costo_z,indice_z,suma_N,suma_N_z,indice_z2,rank_z,rank_z2,cluster
10837.0,Admisión COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,"Circuito Lote 17, San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca",Social,10.0,0.0,3.0,Nivel 1,14182.0,0.0,100.0,VERDADERO,,3.0,1.0,1.0,2.3978952727983707,"(1.645, 3.29]",1,0,-1.5143144958471932,1.8846665238145945,0.9063330158789191,1.172194762402416,0.35158659387487234,-0.30399073998413706,-0.7881202423293596,-0.30399073998413706,0.18013876236108534,21.0,18.0,18.0,-1.0,-0.30399073998413706,2.4206475117261124,3.0,Dominado por rareza,Rareza,1.157452788691043,0.7794752640484426,0.9314425368947573,0.35774963506849783,0.2821753605887091,0.17116739925186739,0.14330354688063304,0.2977600207297401,0.11808311749336253,0.012265604281532904,0.07316389168426812,13.5,15.5,1.2926555667370725,0.9285714285714286,2.0779234484278684,0.08928099728102525,0.26802816949867525,-0.09737585293178269,-0.3310191299741076,-1.4379754668868243,0.3558480270647038,0.6553325481355352,-0.1710379749184951,0.4533427598405765,-0.26647241726980003,-0.17331682723909636,242.5,241.5,2
1269.0,Legalización de Documentos,Secretaría de Gobierno,Secretaría de Gobierno,Calle S/N Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,20.0,0.0,0.0,Nivel 1,16207.0,1600.0,91.01476947,VERDADERO,,0.0,1.0,1.0,3.044522437723423,"(1.645, 3.29]",0,0,-1.3012860250986122,1.8846665238145945,0.9063330158789191,1.0214474997012368,0.32981992674178046,-0.19747650460984656,-0.6390003128053527,-0.19747650460984656,0.24404730358565963,77.5,72.5,142.5,10.0,-0.19747650460984656,2.2076190409775314,65.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,0.35774963506849783,0.18293853110111424,0.17116739925186739,0.14330354688063304,0.2977600207297401,0.11953859867070164,0.014523849313531187,0.07498324315594204,18.0,22.0,1.299932972623768,0.9285714285714286,2.0852008543145635,-0.3120318133705117,0.2097469208206736,-0.6876167590336059,-0.3310191299741076,-1.2306214890164984,0.3558480270647038,0.6553325481355352,-0.2476153605647946,0.35410593035298166,-0.6481640977248081,-0.21690125288526685,198.0,208.0,2
779.0,Reinscripción COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,"Circuito Lote 17, San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca",Social,10.0,0.0,0.0,Nivel 1,52697.0,0.0,100.0,VERDADERO,,0.0,1.0,1.0,2.3978952727983707,"(1.645, 3.29]",0,0,-1.5143144958471932,1.8846665238145945,0.9063330158789191,1.172194762402416,0.35158659387487234,-0.30399073998413706,-0.7881202423293596,-0.30399073998413706,0.18013876236108534,21.0,18.0,18.0,17.0,-0.30399073998413706,2.4206475117261124,3.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,0.35774963506849783,0.18293853110111424,0.17116739925186739,0.14330354688063304,0.2977600207297401,0.09823575159584355,0.008401687942768226,0.04835468431236942,5.5,5.5,1.1934187372494776,0.9285714285714286,1.9786866189402732,-0.29441418101576616,0.2123054676328662,-0.6876167590336059,-0.3310191299741076,-1.4379754668868243,0.3558480270647038,0.6553325481355352,-0.2890861561388597,0.35410593035298166,-0.6481640977248081,-0.26873974735284833,168.5,185.5,2
748.0,"Inscripción de Alfabetización, Primaria y Secundaria Abierta de Educación para Adultos",Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,120.0,1.0,4.0,Nivel 1,11430.0,0.0,100.0,FALSO,,5.0,0.0,1.0,4.795790545596741,"(3.29, 4.934]",2,1,-0.7243384622255696,1.754854912292604,0.8439068264813923,0.44337456196765934,0.24635094038122837,0.05978418212791131,-0.2538648756134811,0.05978418212791131,0.3734332398693036,218.5,216.5,213.5,-63.0,0.05978418212791131,1.568245288706962,5.0,Dominado por rareza,Rareza,1.9671875475025984,0.8094275863317937,0.9314425368947573,1.2014696741078175,0.4795805591257976,0.1777447229249331,0.14330354688063304,1.0,0.372082602211855,0.05472743536346656,0.2151032527648188,377.0,174.0,0.8604130110592751,0.9285714285714286,1.6456808927500706,-0.2261133644382088,0.22222455511328962,1.0767509692910755,-0.28986884486284525,-0.7298055505902847,0.3558480270647038,-1.5236481744151193,-0.22214471470249403,0.6573252820507307,0.5180995212722059,-0.3448765441671236,218.0,155.0,1
904.0,Bolsa de Trabajo y Abriendo Espacios,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,259200.0,0.0,0.0,,0.0,0.0,0.0,FALSO,,0.0,0.0,0.0,12.465359101477507,"(11.514, 13.159]",0,0,1.8023671099878293,3.003279479189374,1.444272137010033,0.28840234507508133,0.22397422454881763,1.623319623498931,1.6949386180944903,1.623319623498931,1.551700628903372,652.0,652.0,652.0,37.0,1.623319623498931,-0.35809497297779624,0.0,Dominado por tiempo,Tiempo,0.7503940547476008,0.7794752640484426,1.157452788691043,1.2014696741078175,0.18293853110111424,0.17116739925186739,0.1780754940817648,1.0,0.6311002095867355,0.13462954290808074,0.5388752619834194,650.0,622.0,2.1555010479336776,1.0,2.977425553851913,-1.7563063996118602,0.0,-0.6876167590336059,-0.3310191299741076,2.313968759672197,0.649444724332729,-1.5236481744151193,0.0842258841164187,0.35410593035298166,-0.6481640977248081,0.1979003029662496,399.0,436.0,1
630.0,Reinscripción UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Social,15.0,0.0,2.0,Nivel 1,3295.0,0.0,100.0,VERDADERO,,2.0,1.0,1.0,2.772588722239781,"(1.645, 3.29]",1,0,-1.390873389652303,1.8846665238145945,0.9063330158789191,1.0848430164207854,0.3389737188932182,-0.24227018688669189,-0.7017114679929362,-0.24227018688669189,0.21717109421955244,44.5,41.5,41.5,-7.0,-0.24227018688669189,2.297206405531222,3.0,Dominado por rareza,Rareza,1.157452788691043,0.7794752640484426,0.9314425368947573,0.35774963506849783,0.2821753605887091,0.17116739925186739,0.14330354688063304,0.2977600207297401,0.13042722811285157,0.015813141234011542,0.08859402995862942,38.5,44.5,1.3543761198345177,0.9285714285714286,2.1396440015253133,0.07907231475721671,0.2665455984243083,-0.09737585293178269,-0.3310191299741076,-1.317822492440359,0.3558480270647038,0.6553325481355352,-0.14700738002920205,0.4533427598405765,-0.26647241726980003,-0.14327858362748003,264.5,257.5,2
8300.0,Becas Institucionales UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera s/n El Nith 42300 El Nith Ixmiquilpan,Social,1440.0,0.0,0.0,Nivel 1,2500.0,535.0,82.3723229,FALSO,,0.0,0.0,1.0,7.273092595999522,"(6.579, 8.224]",0,0,0.09179778444881183,1.3639886036055924,0.6559398647502834,-0.6454347264697414,0.08913581800905887,0.3738688245995476,0.2610404085392533,0.3738688245995476,0.4866972406598419,301.0,292.0,287.0,3.0,0.3738688245995476,0.5641420803014716,14.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,1.2014696741078175,0.18293853110111424,0.17116739925186739,0.14330354688063304,1.0,0.37425566036663244,0.06101666199389237,0.2178195754582906,389.0,188.0,0.8712783018331623,0.9285714285714286,1.6565461835239579,-1.4441338664836663,0.04533571954542908,-0.6876167590336059,-0.3310191299741076,-0.11836896865719373,0.3558480270647038,-1.5236481744151193,-0.4609610010030646,0.35410593035298166,-0.6481640977248081,-0.48358330343310435,92.0,95.0,1
1268.0,Apostillas,Secretaría de Gobierno,Secretaría de Gobierno,Ampliación S/N Centro 42000 Pachuca De Soto Pachuca De Soto,Social,20.0,0.0,0.0,Nivel 1,3121.0,450.0,87.39848782,VERDADERO,,0.0,1.0,1.0,3.044522437723423,"(1.645, 3.29]",0,0,-1.3012860250986122,1.8846665238145945,0.9063330158789191,1.0214474997012368,0.32981992674178046,-0.19747650460984656,-0.6390003128053527,-0.19747650460984656,0.24404730358565963,77.5,72.5,142.5,10.0,-0.19747650460984656,2.2076190409775314,65.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,0.35774963506849783,0.18293853110111424,0.17116739925186739,0.14330354688063304,0.2977600207297401,0.11953859867070164,0.014523849313531187,0.07498324315594204,18.0,22.0,1.299932972623768,0.9285714285714286,2.0852008543145635,-0.3120318133705117,0.2097469208206736,-0.6876167590336059,-0.3310191299741076,-1.2306214890164984,0.3558480270647038,0.6553325481355352,-0.2476153605647946,0.35410593035298166,-0.6481640977248081,-0.21690125288526685,198.0,208.0,2
1414.0,Acreditación de Primaria y Secundaria Abierta de Educación para Adultos,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,8640.0,0.0,2.0,Nivel 1,7998.0,0.0,100.0,FALSO,,2.0,0.0,1.0,9.0642735958414,"(8.224, 9.869]",1,0,0.6818944737434162,1.9459101490553135,0.9357849740192016,-0.30181766573522545,0.13875130056071056,0.8088397238813089,0.7580616238261517,0.8088397238813089,0.8596178239364659,475.0,475.0,526.0,1.0,0.8088397238813089,0.2538905002757854,51.0,Dominado por rareza,Rareza,1.157452788691043,0.7794752640484426,0.9314425368947573,1.2014696741078175,0.2821753605887091,0.17116739925186739,0.14330354688063304,1.0,0.4810972061205037,0.08988157493776987,0.35137150765062963,572.0,416.0,1.4054860306025185,0.9285714285714286,2.190753912293314,-1.1323836011051425,0.09061011463005346,-0.09737585293178269,-0.3310191299741076,0.7283999717287417,0.3558480270647038,-1.5236481744151193,-0.17355903170551282,0.4533427598405765,-0.26647241726980003,-0.17646814822286847,238.0,239.0,1
828.0,Certificación de Primaria y Secundaria Abierta de Educación para Adultos,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,12960.0,0.0,1.0,Nivel 1,7321.0,0.0,100.0,FALSO,,1.0,0.0,1.0,9.469700127423375,"(8.224, 9.869]",0,0,0.8154604584539717,1.9459101490553135,0.9357849740192016,-0.39633417103778207,0.1251038931541695,0.8756227162365866,0.8515578131235406,0.8756227162365866,0.8996876193496326,485.0,485.0,553.0,12.0,0.8756227162365866,0.12032451556522983,68.0,Sensible,Mixto,0.7503940547476008,0.7794752640484426,0.9314425368947573,1.2014696741078175,0.18293853110111424,0.17116739925186739,0.14330354688063304,1.0,0.4746064386940402,0.08985617140046051,0.34325804836755036,560.0,397.0,1.3730321934702014,0.9285714285714286,2.158300075160997,-1.5271247978306504,0.033283238340057385,-0.6876167590336059,-0.3310191299741076,0.858408125758948,0.3558480270647038,-1.5236481744151193,-0.2656055821198362,0.35410593035298166,-0.6481640977248081,-0.2393890298290689,189.0,201.0,1
1244.0,(Inscripción y Reinscripción) por módulo CONALEPH.,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle 4.5 Parque Industrial CANACINTRA 42083 El Saucillo Mineral De La Reforma,Social,1440.0,0.0,4.0,Nivel 1,7544.0,0.0,100.0,VERDADERO,,4.0,1.0,1.0,7.273092595999522,"(6.579, 8.224]",2,0,0.09179778444881183,1.3639886036055924,0.6559398647502834,-0.6454347264697414,0.08913581800905887,0.3738688245995476,0.2610404085392533,0.3738688245995476,0.4866972406598419,301.0,292.0,287.0,-18.0,0.3738688245995476,0.5641420803014716,14.0,Dominado por rareza,Rareza,1.9671875475025984,0.7794752640484426,0.9314425368947573,0.35774963506849783,0.4795805591257976,0.17116739925186739,0.14330354688063304,0.2977600207297401,0.29313607011751713,0.058913440757552095,0.2919800824644614,227.5,320.5,2.1679203298578456,0.9285714285714286,2.953188211548641,0.740421091246518,0.362590956265958,1.0767509692910755,-0.3310191299741076,-0.11836896865719373,0.3558480270647038,0.6553325481355352,0.32770868917200263,0.650747958377665,0.4928013558770408,0.34640324060502153,525.5,507.5,2
1206.0,Reinscripción UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,15.0,0.0,1.0,,6872.0,0.0,100.0,VERDADERO,,1.0,1.0,0.0,2.772588722239781,"(1.645, 3.29]",0,0,-1.390873389652303,1.8846665238145945,0.9063330158789191,1.0848430164207854,0.3389737188932182,-0.24227018688669189,-0.7017114679929362,-0.24227018688669189,0.21717109421955244,44.5,41.5,41.5,24.0,-0.24227018688669189,2.297206405531222,3.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,1.157452788691043,0.35774963506849783,0.18293853110111424,0.17116739925186739,0.1780754940817648,0.2977600207297401,0.11753425165555893,0.013746921775010315,0.07247780938701365,12.0,14.0,1.2899112375480546,1.0,2.11183574346629,-0.4101341485913839,0.19549986355475218,-0.6876167590336059,-0.3310191299741076,-1.317822492440359,0.649444724332729,0.6553325481355352,-0.20633622179596167,0.35410593035298166,-0.6481640977248081,-0.16530232942422568,225.0,249.0,2
631.0,Educación Continua UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,Ambos,120.0,1.0,6.0,Nivel 2,1604.0,240.0,86.98481562,VERDADERO,,7.0,1.0,2.0,4.795790545596741,"(3.29, 4.934]",2,1,-0.7243384622255696,1.754854912292604,0.8439068264813923,0.44337456196765934,0.24635094038122837,0.05978418212791131,-0.2538648756134811,0.05978418212791131,0.3734332398693036,218.5,216.5,213.5,-56.0,0.05978418212791131,1.568245288706962,5.0,Dominado por rareza,Rareza,1.9671875475025984,0.8094275863317937,2.2512917986064953,0.35774963506849783,0.4795805591257976,0.1777447229249331,0.3463639323142087,0.2977600207297401,0.2722466834445182,0.0515722142548455,0.26586834912321267,202.0,301.0,2.063473396492851,0.8571428571428572,2.5742523213214996,0.9169985024234941,0.3882346729342977,1.0767509692910755,-0.28986884486284525,-0.7298055505902847,0.06225132979667862,0.6553325481355352,0.15493209035403185,0.6573252820507307,0.5180995212722059,0.12646946215353377,442.0,386.0,2
