Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,Unnamed: 14,N,costo,nivel_digitalizacion_numT,tiempo_log,tiempo_bin,requisitos_bin,formatos_bin,nivel_tiempo,I_tiempo,I_tiempo_norm,Complejidad_tPCA,Complejidad_tPCA_norm,indice_tiempo,tiempo_0.3,tiempo_0.5,tiempo_0.7,rank_03,rank_05,rank_07,cambio,indice_base,dominancia,sensibilidad,tipo_analisis,tipo_dominancia,I_requisitos,I_formatos,I_digital,I_costo,I_requisitos_norm,I_formatos_norm,I_digital_norm,I_costo_norm,indice_complejidad,indice_complejidad_w,indice_sin_costo,rank_con,rank_sin,indice_complejidad_costo,digital_norm,indice_complejidad_ajuste,Complejidad_F1PCA,Complejidad_F1PCA_norm,I_requisitos_norm_z,I_formatos_norm_z,indice_tiempo_z,digital_norm_z,costo_z,indice_z,suma_N,suma_N_z,indice_z2,rank_z,rank_z2,cluster
7679.0,Transporte Público Masivo de Pasajeros Tuzobús.,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Calle s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,5.0,0.0,1.0,Nivel 1,21096550.0,0.0,100.0,VERDADERO,,1.0,1.0,1.0,1.791759469228055,"(1.645, 3.29]",0,0,-1.7140032659834012,1.8846665238145945,0.9063330158789191,1.3135023321578627,0.3719902468443461,-0.40383512505224106,-0.9279023814247052,-0.40383512505224106,0.12023213132022292,2.5,2.5,2.5,9.0,-0.40383512505224106,2.62033628186232,0.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,0.35774963506849783,0.18293853110111424,0.17116739925186739,0.14330354688063304,0.2977600207297401,0.07826687458222274,0.0026628922296548425,0.023393588045343416,2.0,2.0,1.0935743521813737,0.9285714285714286,1.8788422338721693,-0.27789975303686415,0.21470379995186376,-0.6876167590336059,-0.3310191299741076,-1.6323450771003065,0.3558480270647038,0.6553325481355352,-0.3279600781815562,0.35410593035298166,-0.6481640977248081,-0.31733214990621894,153.0,162.0,2
1743.0,Impuesto sobre Tenencia y Refrendo Vehicular (para vehículo particular y de demostración),Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Pachuca De Soto Pachuca De Soto,Ambos,10.0,2.0,8.0,Nivel 4.1,368871.0,0.0,100.0,VERDADERO,,10.0,1.0,12.0,2.3978952727983707,"(1.645, 3.29]",3,2,-1.5143144958471932,1.8846665238145945,0.9063330158789191,1.1721947624024158,0.3515865938748723,-0.30399073998413706,-0.7881202423293596,-0.30399073998413706,0.18013876236108534,21.0,18.0,18.0,-244.0,-0.30399073998413706,2.4206475117261124,3.0,Dominado por rareza,Rareza,2.8622008809294686,2.6931245508855346,3.6094152827596893,0.35774963506849783,0.6977758173332946,0.5913916021429794,0.5553128525877803,0.2977600207297401,0.36764991056193147,0.06338206175224878,0.3851223830199793,371.0,487.0,2.540489532079917,0.1428571428571429,2.1280338223492796,4.07812588699287,0.847314090069827,2.3745329276275564,2.2980662882233824,-1.4379754668868243,-2.8737156428835746,0.6553325481355352,0.20324813084321508,1.2891674194762741,2.9483352357897408,-0.17700583146128074,482.0,238.0,0
9229.0,Canje de Placas,Secretaría de Hacienda,Secretaría de Hacienda,Calle 801 Canutillo 42060 Pachuca De Soto Pachuca De Soto,Ambos,20.0,3.0,10.0,,423743.0,0.0,100.0,VERDADERO,,13.0,1.0,0.0,3.044522437723423,"(1.645, 3.29]",3,3,-1.3012860250986122,1.8846665238145945,0.9063330158789191,1.0214474997012368,0.32981992674178046,-0.19747650460984656,-0.6390003128053527,-0.19747650460984656,0.24404730358565963,77.5,72.5,142.5,-10.0,-0.19747650460984656,2.2076190409775314,65.0,Dominado por rareza,Rareza,2.8622008809294686,4.014880390867853,1.157452788691043,0.35774963506849783,0.6977758173332946,0.881640080844775,0.1780754940817648,0.2977600207297401,0.3715549816759456,0.05941802871222855,0.390003721912497,375.0,492.0,2.560014887649988,1.0,3.3819393935682234,3.637936378463105,0.7833869152297823,2.3745329276275564,4.113973220187095,-1.2306214890164984,0.649444724332729,0.6553325481355352,1.3125323862532834,1.5794158981780697,4.064709369840918,1.0347162883231706,660.0,650.0,0
533.0,Servicio de laboratorio clínico en el Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,1440.0,0.0,2.0,Nivel 1,620.0,0.0,100.0,FALSO,,2.0,0.0,1.0,7.273092595999522,"(6.579, 8.224]",1,0,0.09179778444881183,1.3639886036055924,0.6559398647502834,-0.6454347264697414,0.08913581800905887,0.3738688245995476,0.2610404085392533,0.3738688245995476,0.4866972406598419,301.0,292.0,287.0,1.0,0.3738688245995476,0.5641420803014716,14.0,Dominado por rareza,Rareza,1.157452788691043,0.7794752640484426,0.9314425368947573,1.2014696741078175,0.2821753605887091,0.17116739925186739,0.14330354688063304,1.0,0.39410302626415145,0.06488057833265706,0.2426287828301893,444.5,265.5,0.9705151313207572,0.9285714285714286,1.7557830130115528,-1.060438688186875,0.10105842141123808,-0.09737585293178269,-0.3310191299741076,-0.11836896865719373,0.3558480270647038,-1.5236481744151193,-0.34291281978269994,0.4533427598405765,-0.26647241726980003,-0.3881603833193523,144.5,145.5,1
10885.0,Cambio de Propietario,Secretaría de Hacienda,Secretaría de Hacienda,Calle 1 Centro 42500 Actopan Actopan,Ambos,1440.0,2.0,7.0,,88932.0,0.0,100.0,VERDADERO,,9.0,1.0,0.0,7.273092595999522,"(6.579, 8.224]",3,2,0.09179778444881183,1.3639886036055924,0.6559398647502834,-0.6454347264697414,0.08913581800905887,0.3738688245995476,0.2610404085392533,0.3738688245995476,0.4866972406598419,301.0,292.0,287.0,-10.0,0.3738688245995476,0.5641420803014716,14.0,Dominado por rareza,Rareza,2.8622008809294686,2.6931245508855346,1.157452788691043,0.35774963506849783,0.6977758173332946,0.5913916021429794,0.1780754940817648,0.2977600207297401,0.42777435177746537,0.08284063479016435,0.46027793453939664,516.0,574.0,2.8411117381575863,1.0,3.6630362440758217,2.6998713627131514,0.6471550307546856,2.3745329276275564,2.2980662882233824,-0.11836896865719373,0.649444724332729,0.6553325481355352,1.171801503932402,1.2891674194762741,2.9483352357897408,1.0336858849002026,659.0,649.0,0
983.0,Certificado de Existencia o Inexistencia de Gravamen (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640.0,2.0,1.0,,47334.0,0.0,100.0,VERDADERO,,3.0,1.0,0.0,9.0642735958414,"(8.224, 9.869]",0,2,0.6818944737434162,1.9459101490553135,0.9357849740192016,-0.30181766573522545,0.13875130056071056,0.8088397238813089,0.7580616238261517,0.8088397238813089,0.8596178239364659,475.0,475.0,526.0,11.0,0.8088397238813089,0.2538905002757854,51.0,Dominado por rareza,Rareza,0.7503940547476008,2.6931245508855346,1.157452788691043,0.35774963506849783,0.18293853110111424,0.5913916021429794,0.1780754940817648,0.2977600207297401,0.4118010743873815,0.0877957652350079,0.4403113378017918,482.5,547.5,2.7612453512071675,1.0,3.5831698571254025,0.6373289533342947,0.3476192474967948,-0.6876167590336059,2.2980662882233824,0.7283999717287417,0.649444724332729,0.6553325481355352,0.7287253546773564,0.7743301332440936,0.968131817789353,0.7503272654965897,620.5,631.5,0
1064.0,Asesoría Jurídica.,Secretaría de Gobierno,Dirección General del Instituto de Defensoría Pública,Calle 102 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Ambos,0.0,0.0,0.0,Nivel 1,4207.0,0.0,100.0,FALSO,,0.0,0.0,1.0,0.0,"(-0.0142, 1.645]",0,0,-2.304290529468817,4.890349128221754,2.35176081183373,5.662847625077341,1.0,0.023735141182456454,-0.9074751270780529,0.023735141182456454,0.9549454094429657,6.0,212.0,601.0,5.0,0.023735141182456454,4.656051341302547,595.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,1.2014696741078175,0.18293853110111424,0.17116739925186739,0.14330354688063304,1.0,0.30422892368321425,0.04089188802648275,0.1302861546040178,251.5,105.5,0.5211446184160712,0.9285714285714286,1.3064125001068667,-1.38622117070381,0.05374617676178243,-0.6876167590336059,-0.3310191299741076,-0.7999831377661539,0.3558480270647038,-1.5236481744151193,-0.5972838348248566,0.35410593035298166,-0.6481640977248081,-0.6539868457103444,52.5,57.5,1
572.0,Expedición de Constancia de NO Antecedentes Penales,Procuraduría General de Justicia,Procuraduría General de Justicia,Calle S/N Centro Cívico 42083 Pachuca De Soto Pachuca De Soto,Social,60.0,1.0,5.0,Nivel 2,38726.0,0.0,100.0,VERDADERO,,6.0,1.0,2.0,4.110873864173311,"(3.29, 4.934]",2,1,-0.9499812454988917,1.754854912292604,0.8439068264813923,0.6030482046840534,0.2694065035049546,-0.05303720950874974,-0.41181482390480656,-0.05303720950874974,0.30574040488730697,199.5,194.5,194.5,-50.0,-0.05303720950874974,1.7938880719802839,5.0,Dominado por rareza,Rareza,1.9671875475025984,0.8094275863317937,2.2512917986064953,0.35774963506849783,0.4795805591257976,0.1777447229249331,0.3463639323142087,0.2977600207297401,0.24968240511718598,0.04508753393726605,0.23766300121404743,176.0,261.0,1.95065200485619,0.8571428571428572,2.4614309296848385,0.9356593489537338,0.3909447220737838,1.0767509692910755,-0.28986884486284525,-0.9494378303744968,0.06225132979667862,0.6553325481355352,0.11100563439718944,0.6573252820507307,0.5180995212722059,0.07156139220748074,421.0,371.0,2
490.0,Radiología e Imagenología del Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,1440.0,0.0,1.0,Nivel 1,413.0,0.0,100.0,FALSO,,1.0,0.0,1.0,7.273092595999522,"(6.579, 8.224]",0,0,0.09179778444881183,1.3639886036055924,0.6559398647502834,-0.6454347264697414,0.08913581800905887,0.3738688245995476,0.2610404085392533,0.3738688245995476,0.4866972406598419,301.0,292.0,287.0,3.0,0.3738688245995476,0.5641420803014716,14.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,1.2014696741078175,0.18293853110111424,0.17116739925186739,0.14330354688063304,1.0,0.37425566036663244,0.06101666199389237,0.2178195754582906,389.0,188.0,0.8712783018331623,0.9285714285714286,1.6565461835239579,-1.4441338664836663,0.04533571954542908,-0.6876167590336059,-0.3310191299741076,-0.11836896865719373,0.3558480270647038,-1.5236481744151193,-0.4609610010030646,0.35410593035298166,-0.6481640977248081,-0.48358330343310435,92.0,95.0,1
1095.0,Patrocinio Jurídico.,Secretaría de Gobierno,Dirección General del Instituto de Defensoría Pública,Calle 102 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,1440.0,0.0,1.0,Nivel 1,51492.0,0.0,100.0,FALSO,,1.0,0.0,1.0,7.273092595999522,"(6.579, 8.224]",0,0,0.09179778444881183,1.3639886036055924,0.6559398647502834,-0.6454347264697414,0.08913581800905887,0.3738688245995476,0.2610404085392533,0.3738688245995476,0.4866972406598419,301.0,292.0,287.0,3.0,0.3738688245995476,0.5641420803014716,14.0,Dominado por rareza,Rareza,0.7503940547476008,0.7794752640484426,0.9314425368947573,1.2014696741078175,0.18293853110111424,0.17116739925186739,0.14330354688063304,1.0,0.37425566036663244,0.06101666199389237,0.2178195754582906,389.0,188.0,0.8712783018331623,0.9285714285714286,1.6565461835239579,-1.4441338664836663,0.04533571954542908,-0.6876167590336059,-0.3310191299741076,-0.11836896865719373,0.3558480270647038,-1.5236481744151193,-0.4609610010030646,0.35410593035298166,-0.6481640977248081,-0.48358330343310435,92.0,95.0,1
