Tramite,Secretaria,Dependencia,Tiempo_en_minutos,CONTEO_NETO,N_FORMATOS_FINAL,nivel_digitalizacion,costo,cluster,indice_z
Capacitación en Nutrición y Manejo de Ganado Lechero.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1440.0,1.0,1.0,Nivel 2,0.0,1,-0.511450283434417
Capacitación en Inseminación Artificial en Bovinos leche.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1440.0,1.0,1.0,Nivel 2,0.0,1,-0.511450283434417
Reinscripción UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,30.0,1.0,1.0,Nivel 1,1.0,2,-0.22656003024551366
Historial académico UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,4320.0,1.0,0.0,Nivel 1,1.0,2,0.09974204231130958
Autorización de Bitácora de Control para Residuos de Manejo Especial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,86400.0,2.0,1.0,,1.0,2,0.4467725712641711
Actualización al Padrón de Contratistas (Persona Física),Secretaría de Contraloría,Secretaría de Controlaría,1440.0,0.0,0.0,,1.0,2,0.03355448296067141
Elaboración de Contrato,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,3.0,1.0,,1.0,2,-0.04979250957154395
Constancia de No Afectación,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,6.0,0.0,Nivel 1,1.0,2,0.11808345839717016
Constancia No Comprendida,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,20.0,1.0,1.0,Nivel 1,1.0,2,-0.2393853035425421
Constancia de No Invasión a Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,20.0,1.0,1.0,Nivel 1,1.0,2,-0.2393853035425421
Constancia de Verificación de la Poligonal de Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,20.0,1.0,1.0,Nivel 1,1.0,2,-0.2393853035425421
Examen de admisión UTMIR,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,25.0,0.0,0.0,Nivel 2,1.0,2,-0.292637335704294
Inscripción Nivel Licenciatura Bilingüe UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,31680.0,5.0,2.0,Nivel 3.7,1.0,0,0.6063663979750638
Nube de puntos derivado de vuelo con Dron,Secretaría de Hacienda,Instituto Catastral,4320.0,3.0,1.0,,1.0,2,0.2847396200075317
Otorgamiento o Renovación de Concesiones para el Servicio de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,10.0,1.0,,1.0,2,0.44458924654032383
Pago de arrendamiento,Oficialía Mayor,Oficialía Mayor,14400.0,0.0,1.0,,0.0,1,-0.19189948769473913
Inscripción ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,20.0,6.0,0.0,Nivel 1,1.0,2,0.10525818510014169
Declaración de Impuestos Estatales,Secretaría de Hacienda,Secretaría de Hacienda,1440.0,2.0,2.0,,0.0,0,0.2416236033104031
Declaración de ISR Enajenación de Bienes Inmuebles Impuestos Federales Coordinados,Secretaría de Hacienda,Secretaría de Hacienda,120.0,6.0,2.0,,0.0,0,0.35416165136835664
Devolución por Concepto de Pago de lo Indebido Estatal,Secretaría de Hacienda,Secretaría de Hacienda,14400.0,2.0,1.0,,0.0,1,-0.07385130647437452
Pago de Créditos Fiscales Estatales,Secretaría de Hacienda,Secretaría de Hacienda,20.0,1.0,2.0,,0.0,0,-0.09887508198182245
Pago de Créditos Fiscales Federales Coordinados,Secretaría de Hacienda,Secretaría de Hacienda,20.0,1.0,2.0,,0.0,0,-0.09887508198182245
Compensación por concepto de pago de lo indebido estatal,Secretaría de Hacienda,Secretaría de Hacienda,86400.0,0.0,1.0,,0.0,1,-0.10707175446632441
Declaración de ISAN,Secretaría de Hacienda,Secretaría de Hacienda,60.0,2.0,2.0,,0.0,0,0.07540983096694256
Movimientos y Actualización al Padrón Estatal de Contribuyentes,Secretaría de Hacienda,Secretaría de Hacienda,20.0,5.0,1.0,Nivel 3.1,0.0,1,-0.4397465812949469
Alta de vehículo particular,Secretaría de Hacienda,Secretaría de Hacienda,20.0,8.0,2.0,,1.0,0,0.9493509998605407
Baja de vehículo particular,Secretaría de Hacienda,Secretaría de Hacienda,20.0,2.0,1.0,,1.0,2,-0.06261778286857242
Expedición de Placas de Demostración para Vehículos de Agencia,Secretaría de Hacienda,Secretaría de Hacienda,20.0,1.0,2.0,Nivel 3.7,1.0,0,-0.19155299255413713
Baja de vehículo de transporte público.,Secretaría de Hacienda,Secretaría de Hacienda,20.0,3.0,1.0,,1.0,2,-0.06261778286857242
Reposición de Tarjeta de Circulación por Pérdida o Actualización Datos,Secretaría de Hacienda,Secretaría de Hacienda,1440.0,3.0,1.0,,1.0,2,0.1598327212032885
Inscripción al Registro Estatal de Contribuyentes,Secretaría de Hacienda,Secretaría de Hacienda,1440.0,1.0,1.0,Nivel 3.1,0.0,1,-0.5701696228880222
Laboratorio de Constatación de Leche.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1440.0,1.0,0.0,Nivel 2,1.0,2,-0.08388419594653866
Equivalencia de Estudios UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,44640.0,4.0,1.0,Nivel 3.7,1.0,3,0.1107732070660183
Reinscripción UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,2880.0,3.0,0.0,Nivel 3.7,1.0,3,-0.33243933716143353
Inscripción De las Demás Zonas por división (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,5.0,1.0,,1.0,2,0.5926915407142948
"Certificaciones. (Registro Público de la Propiedad y del Comercio, Registro de Crédito Agrícola)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,1.0,1.0,,1.0,2,0.2398179950493584
Cancelación de Inscripción. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
Servicios de Psicología para Mujeres Jóvenes.,Secretaría de Gobierno,Ciudad de las Mujeres,60.0,0.0,1.0,,0.0,1,-0.5602253768706676
Orientación Vocacional para Mujeres Jóvenes.,Secretaría de Gobierno,Ciudad de las Mujeres,1440.0,0.0,1.0,,0.0,1,-0.394011604527207
Expedición de Permiso de circulación.,Secretaría de Hacienda,Secretaría de Hacienda,10.0,3.0,1.0,,1.0,2,-0.10408857844263761
Baja Administrativa de Vehículos,Secretaría de Hacienda,Secretaría de Hacienda,10.0,1.0,1.0,,1.0,2,-0.22213675966300223
Alta de vehículo de transporte público,Secretaría de Hacienda,Secretaría de Hacienda,30.0,6.0,3.0,,1.0,0,1.0658012678830158
Ampliación de Periodo de Verificación Vehícular Extemporánea,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,43200.0,3.0,0.0,Nivel 1,0.0,1,-0.10042653834562532
Licitaciones Públicas,Oficialía Mayor,Oficialía Mayor,0.0,0.0,0.0,,0.0,1,-0.5385644953712515
Visita Guiada al Parque Ecológico Cubitos,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,43200.0,0.0,0.0,Nivel 1,1.0,2,0.21732142494414095
Titulación (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,48960.0,1.0,0.0,,1.0,2,0.28406780449281943
Constancia de Residencia Profesional (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,21600.0,0.0,0.0,,1.0,2,0.23158793802710598
Atención Jurídica en Materia Familiar y Penal a Mujeres en Situación de Violencia de Género.,Secretaría de Gobierno,Ciudad de las Mujeres,120.0,0.0,3.0,,0.0,0,0.3644694920961628
Atención de Trabajo Social a Mujeres en Situación de Violencia de Género,Secretaría de Gobierno,Ciudad de las Mujeres,45.0,0.0,6.0,,0.0,0,0.4505434370778543
Inscripción UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,1440.0,3.0,0.0,Nivel 3.9,1.0,3,-0.4943100698086197
Reinscripción UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,1440.0,1.0,0.0,Nivel 3.9,1.0,3,-0.6123582510289843
Compulsa de documentos,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,43200.0,0.0,0.0,,0.0,1,-0.1597553801123849
Donación de Planta Forestal para Reforestación,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,7200.0,0.0,0.0,,0.0,1,-0.24457940233265818
"Visita al Parque Nacional ""El Chico""",Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,43200.0,0.0,0.0,,1.0,2,0.276040764397746
Inscripción UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,4320.0,4.0,0.0,,1.0,2,0.5113349274298509
Examen de Ingreso UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,4320.0,1.0,0.0,,1.0,2,0.15846138176491462
Solicitud de Examen de Admisión UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,4320.0,3.0,0.0,Nivel 3.7,1.0,3,-0.25196449209716637
Certificados de Estudios Parciales y Totales UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,12960.0,3.0,0.0,Nivel 3.7,1.0,3,-0.18151597201818123
Historial Académico UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,1440.0,1.0,0.0,,1.0,2,0.03355448296067141
Reposición de credencial UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,1440.0,1.0,0.0,,1.0,2,0.03355448296067141
Reinsripción UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,7200.0,1.0,0.0,Nivel 1,1.0,2,0.13249740272386767
Constancia Escolar UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,1440.0,1.0,0.0,Nivel 1,1.0,2,-0.02516485649293365
Titulación UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,259200.0,3.0,0.0,Nivel 2,1.0,2,0.5206315309397042
"Prestación de servicios del Polideportivo, Gimnasio Presidente Miguel Alemán y el estadio de béisbol G. Alfonso Corona del Rosal del Instituto Hidalguense del Deporte",Secretaría de Educación Pública,Instituto Hidalguense del Deporte,10.0,0.0,1.0,Nivel 1,1.0,2,-0.28085609911660725
Publicaciones e impresiones (Materia Catastral Intructivo de Valuación),Secretaría de Hacienda,Instituto Catastral,4320.0,1.0,0.0,,1.0,2,0.15846138176491462
Preinscripción a Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,30.0,2.0,0.0,Nivel 1,1.0,2,-0.11674190604740149
Inscripción a Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,20.0,6.0,0.0,Nivel 1,1.0,2,0.10525818510014169
Certificación de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,21600.0,6.0,0.0,Nivel 1,1.0,2,0.5257421442384371
Constancia de No Infracción.,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,2.0,1.0,Nivel 2,1.0,2,-0.167231188478754
Constancia de Inscripción de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,2880.0,2.0,2.0,Nivel 1,1.0,0,0.663132462106905
Historial Académico de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,10.0,3.0,1.0,Nivel 1,1.0,2,-0.16280791789624266
Solicitud de exámenes ordinarios de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,15.0,3.0,0.0,Nivel 1,1.0,2,-0.14700738002920205
Solicitud de exámenes extemporáneos de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,15.0,3.0,0.0,Nivel 1,1.0,2,-0.14700738002920205
Inscripción a Nivel Posgrado UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,2880.0,6.0,2.0,Nivel 3.7,1.0,0,0.428203110922636
Servicios de Laboratorio UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,21600.0,2.0,2.0,Nivel 1,1.0,0,0.8167338634333635
Servicios de Evaluación y certificación /Entidad de Certificación y Evaluación UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,43200.0,1.0,0.0,Nivel 1,1.0,2,0.21732142494414095
Consultoría y Estudio Técnico UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,28800.0,3.0,1.0,Nivel 1,1.0,2,0.3175963005836001
Reinscripción UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,2880.0,2.0,0.0,Nivel 4.3,1.0,3,-0.6260360344294589
Expedición de Historial Académico UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,2880.0,2.0,0.0,Nivel 4.3,1.0,3,-0.6260360344294589
Constancia de Estudios UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,10.0,1.0,0.0,Nivel 3.7,1.0,3,-0.7588408717677002
Historial Académico UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,10.0,1.0,0.0,Nivel 3.7,1.0,3,-0.7588408717677002
Entrega de apoyos a población vulnerable,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,,0.0,1,-0.40224166154945956
"Expedición de información catastral, sin certificación.",Secretaría de Hacienda,Instituto Catastral,4320.0,1.0,1.0,Nivel 1,1.0,2,0.10797209933356204
Equivalencia de Estudios UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,50.0,4.0,1.0,Nivel 3.7,1.0,3,-0.3115128235399752
Certificado Parcial de Estudios y/o Carta de Pasante UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,70.0,2.0,0.0,Nivel 3.8,1.0,3,-0.5920685737612914
Reposición de credencial escolar UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,4320.0,2.0,0.0,Nivel 1,1.0,2,0.2177902235316742
Constancia de no Adeudo UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,4320.0,2.0,2.0,Nivel 2,1.0,0,0.6848879677175672
Certificado de Estudios ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,5760.0,2.0,0.0,Nivel 1,1.0,2,0.23623671885336733
Constancia Escolar ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,1440.0,1.0,0.0,Nivel 1,1.0,2,-0.02516485649293365
Examen de Egreso de Licenciatura UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,20.0,1.0,0.0,Nivel 4.1,1.0,3,-0.8935280945544501
Constancia Escolar UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,1440.0,3.0,0.0,Nivel 3.7,1.0,3,-0.37687139090140953
Equivalencia de Estudios UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,15.0,3.0,0.0,Nivel 3.7,1.0,3,-0.6167620956580426
Certificación UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,45.0,2.0,0.0,Nivel 3.7,1.0,3,-0.5611858642462775
Credencial Escolar UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,15.0,1.0,0.0,Nivel 3.7,1.0,3,-0.7348102768784073
Examen Toefl UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,20.0,1.0,0.0,Nivel 4.1,1.0,3,-0.8935280945544501
Examen de Competencia Profesional UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,20.0,1.0,0.0,Nivel 4.1,1.0,3,-0.8935280945544501
Examen Extraordinario UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,20.0,1.0,0.0,Nivel 4.1,1.0,3,-0.8935280945544501
Recurso de Revocación Estatal,Secretaría de Hacienda,Secretaría de Hacienda,129600.0,3.0,0.0,Nivel 4.2,0.0,3,-0.6055314110336538
Historial Académico UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,70.0,1.0,0.0,Nivel 3.7,1.0,3,-0.6513974155280511
Titulación Nivel Licenciatura/Ingeniería y Posgrado UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,40.0,7.0,4.0,Nivel 3.9,1.0,0,0.8454769269363457
Recurso de Revocación Federal,Secretaría de Hacienda,Secretaría de Hacienda,129600.0,3.0,0.0,,0.0,1,0.15782000186321204
Curso Propedéutico UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,20.0,2.0,0.0,Nivel 1,1.0,2,-0.1295671793444299
Copias de documentos que obren en la Procuraduría Fiscal del Estado.,Secretaría de Hacienda,Secretaría de Hacienda,4320.0,1.0,1.0,,1.0,2,0.16669143878716708
Certificado Parcial UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,30.0,1.0,0.0,Nivel 1,1.0,2,-0.2347900872677661
Reposición de credencial UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,5.0,1.0,0.0,Nivel 1,1.0,2,-0.3279600781815562
Curso semipresencial ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,2880.0,1.0,0.0,Nivel 1,1.0,2,0.019267197247042355
Exámenes Generales de Egreso de la Licenciatura (EGEL) ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,300.0,1.0,0.0,Nivel 1,1.0,2,0.1016826348829396
Congresos - Simposios ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,4320.0,1.0,0.0,Nivel 1,1.0,2,0.09974204231130958
Servicios Tecnológicos tipo I (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,47520.0,0.0,0.0,,1.0,2,0.2821532538335807
Asesoría Técnica ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,14400.0,1.0,1.0,Nivel 1,1.0,2,0.18517731736178672
Dictamen de equivalencia ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,15840.0,4.0,1.0,Nivel 1,1.0,2,0.5441630825621121
"Curso de extensión, actualización o educación continua ITESHU.",Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,4320.0,1.0,1.0,Nivel 1,1.0,2,0.10797209933356204
Evaluación de segunda oportunidad ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,360.0,1.0,0.0,Nivel 1,1.0,2,0.11334012666719721
Titulación ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,85.0,8.0,1.0,Nivel 1,1.0,2,0.4513096953804331
Capacitación y Certificación a entrenadores Instituto Hidalguense del Deporte,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,10.0,3.0,0.0,Nivel 1,1.0,2,-0.1710379749184951
Reposición de Credencial UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,2880.0,2.0,0.0,Nivel 4.3,1.0,3,-0.6260360344294589
Inscripción (CEH),Secretaría de Educación Pública,Colegio del Estado de Hidalgo,1440.0,1.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Registro de Admisión (CEH),Secretaría de Educación Pública,Colegio del Estado de Hidalgo,1440.0,2.0,2.0,Nivel 1,1.0,0,0.618700408366929
"Componente Rehabilitación, Modernización y Tecnificación de Distritos de Riego.",Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,14400.0,3.0,1.0,Nivel 2,0.0,1,-0.19128998538158462
Componente Equipamiento de Distritos de Riego.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,14400.0,3.0,1.0,Nivel 2,0.0,1,-0.19128998538158462
"Componente Rehabilitación, Modernización, Tecnificación, Equipamiento de Unidades de Riego y Proyectos Productivos en Zonas de Atención Prioritaria.",Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,14400.0,5.0,1.0,Nivel 2,0.0,1,0.04353537906298706
Certificación de copias de documentos históricos,Oficialía Mayor,Oficialía Mayor,1440.0,0.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Acuerdo de autorización por cambio de domicilio,Secretaría de Educación Pública,Secretaría de Educación Pública,259200.0,2.0,1.0,Nivel 1,1.0,2,0.5875809274155617
Duplicado de certificado de estudios UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,30240.0,1.0,0.0,Nivel 1,1.0,2,0.19444706536920742
Expedición de Certificado de Estudios UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,2880.0,2.0,0.0,Nivel 4.3,1.0,3,-0.6260360344294589
Historial Académico UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,1440.0,0.0,1.0,Nivel 1,0.0,1,-0.45273094398081215
Curso de Lengua Extranjera a Público en General y Personal Docente y Administrativo UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,2880.0,3.0,1.0,Nivel 1,1.0,2,0.14554543548965942
Reposición de Credencial Escolar UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,15.0,2.0,0.0,Nivel 1,1.0,2,-0.14700738002920205
Becas UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,8.0,1.0,1.0,Nivel 4.1,0.0,3,-1.375434794785583
Aclaración de resultados de exámenes de Preparatoria Abierta por omisión y/o revisión administrativa,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,15.0,1.0,1.0,Nivel 1,0.0,1,-0.6926216487374451
Registro de Equivalencias Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,20.0,3.0,1.0,Nivel 1,0.0,1,-0.5571332668323083
Titulación UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,172800.0,7.0,0.0,Nivel 2,1.0,2,0.9890093058927721
Constancia de Estudios COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,2880.0,0.0,0.0,Nivel 1,1.0,2,0.019267197247042355
Certificado de Estudios COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,30240.0,0.0,0.0,Nivel 1,1.0,2,0.19444706536920742
Equivalencia de Estudios COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,17280.0,1.0,0.0,Nivel 1,1.0,2,0.18863953135001138
Seguro Escolar COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,5.0,0.0,0.0,Nivel 1,1.0,2,-0.3279600781815562
Historial académico UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,2.0,1.0,0.0,Nivel 4.3,0.0,3,-1.2901768319454663
Equivalencias de estudios UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,30240.0,3.0,0.0,Nivel 1,0.0,1,-0.1233008979205589
Alimentación Escolar Modalidad Fría,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,2.0,1.0,,0.0,1,-0.2759634233068424
Alimentación Escolar Modalidad Caliente,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,1.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
"Atención Alimentaria a Grupos Prioritarios, Personas Mayores",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Atención Alimentaria en los Primeros 1000 Días,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,2.0,1.0,Nivel 1,0.0,1,-0.33468276276044745
Atención Alimentaria a Personas en Situación de Emergencia o Desastre,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
"Atención Alimentaria a Grupos Prioritarios, Personas con Discapacidad",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,1.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Atención Psicológica a Mujeres en Situación de Violencia de Género,Secretaría de Gobierno,Ciudad de las Mujeres,60.0,0.0,0.0,,0.0,1,-0.5684554338929202
Admisión ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,27.0,4.0,0.0,Nivel 1,1.0,2,0.1115557256669895
Servicios de Sensibilización y desarrollo de habilidades para la vida de las juventudes,Secretaría de Gobierno,Ciudad de las Mujeres,1440.0,0.0,0.0,,0.0,1,-0.40224166154945956
Aviso de Actualización de Datos o Baja del Establecimiento de Insumos para la Salud que Opera con Licencia Sanitaria.,Secretaría de Salud,Secretaría de Salud,20.0,0.0,0.0,Nivel 1,0.0,1,-0.6834115050749255
Aviso de Actualización de Datos para Servicios Urbanos de Fumigación y Control de Plagas Urbanas del Establecimiento que Opera con Licencia Sanitaria.,Secretaría de Salud,Secretaría de Salud,0.0,0.0,0.0,Nivel 1,0.0,1,-0.5972838348248566
Aviso de Funcionamiento de Crematorio,Secretaría de Salud,Secretaría de Salud,21600.0,7.0,1.0,Nivel 1,0.0,1,0.35773244841785495
Aviso de Funcionamiento de Panteón.,Secretaría de Salud,Secretaría de Salud,21600.0,6.0,1.0,Nivel 1,0.0,1,0.09817605675055878
Licencia Sanitaria de Unidades Móviles para Traslado de Cadáveres,Secretaría de Salud,Secretaría de Salud,21600.0,3.0,0.0,Nivel 1,0.0,1,-0.14487936471626534
Solicitud de Modificación a la Licencia Sanitaria de Establecimientos de Insumos para la Salud Modalidad G.- Farmacia o Botica (con venta de medicamentos controlados),Secretaría de Salud,Secretaría de Salud,86400.0,2.0,0.0,Nivel 1,1.0,2,0.3798231747883136
Solicitud de Modificación a la Licencia Sanitaria para Servicios Urbanos de Fumigación y Control de plagas.,Secretaría de Salud,Secretaría de Salud,86400.0,3.0,0.0,Nivel 1,1.0,2,0.3798231747883136
Credencial Escolar y duplicado COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,31680.0,0.0,0.0,Nivel 1,1.0,2,0.19743048429947002
Asesoría para el Desarrollo de Productos y la Comercialización en Agronegocios.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1440.0,2.0,1.0,Nivel 2,0.0,1,-0.3934021022140525
Asesoría para el trámite de la membresía GS1 para la trazabilidad en productos agropecuarios,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1440.0,3.0,4.0,Nivel 2,0.0,0,0.635467412735877
Asesoría presencial y a distancia para la Constitución de Sociedades Agropecuarias y Pesqueras.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1440.0,2.0,0.0,Nivel 2,0.0,1,-0.40163215923630496
